date,title,creator,original_url,original_status,original_video_title,original_channel,original_duration_seconds,original_youtube_status,original_error,original_checked_at,final_url,final_status,final_video_title,final_channel,final_duration_seconds,final_checked_at,replaced,selection_reason,original_independent_recheck_error,replacement_independent_recheck,replacement_independent_checked_at
06-23,"String Quartet #12 in E-flat, op. 127",Beethoven,https://www.youtube.com/watch?v=rmQGgCAwgiE,playable,"Ludwig van Beethoven - String Quartet No. 12, Op. 127",olla-vogala,2234,OK,,2026-09-23T05:30:42+00:00,https://www.youtube.com/watch?v=rmQGgCAwgiE,playable,"Ludwig van Beethoven - String Quartet No. 12, Op. 127",olla-vogala,2234,2026-09-23T05:30:42+00:00,False,,,,
06-24,"Rhapsody on a Theme of Paganini, op. 43",Rachmaninoff,https://www.youtube.com/watch?v=ThTU04p3drM,playable,"Daniil Trifonov – Rachmaninov: Rhapsody On A Theme Of Paganini, Op.43, Variation 18",Deutsche Grammophon - DG,176,OK,,2026-09-23T05:30:43+00:00,https://www.youtube.com/watch?v=ThTU04p3drM,playable,"Daniil Trifonov – Rachmaninov: Rhapsody On A Theme Of Paganini, Op.43, Variation 18",Deutsche Grammophon - DG,176,2026-09-23T05:30:43+00:00,False,,,,
06-25,"Symphony #4 in C-sharp minor, op. 21",Magnard,https://www.youtube.com/watch?v=JfIid0DXZ8k,playable,"Albéric Magnard - Symphony No. 4 in C-Sharp Minor, Op. 21",invertedninthchord,2215,OK,,2026-09-23T05:30:45+00:00,https://www.youtube.com/watch?v=JfIid0DXZ8k,playable,"Albéric Magnard - Symphony No. 4 in C-Sharp Minor, Op. 21",invertedninthchord,2215,2026-09-23T05:30:45+00:00,False,,,,
06-26,"Christmas Oratorio, BWV 248",Bach,https://www.youtube.com/watch?v=yHTqP5s12eg,playable,Johann Sebastian Bach: Christmas Oratorio  BWV 248 Part 1,Norwegian Chamber Orchestra,1492,OK,,2026-09-23T05:30:46+00:00,https://www.youtube.com/watch?v=yHTqP5s12eg,playable,Johann Sebastian Bach: Christmas Oratorio  BWV 248 Part 1,Norwegian Chamber Orchestra,1492,2026-09-23T05:30:46+00:00,False,,,,
06-27,"Symphony #6 in D minor, op. 104",Sibelius,https://www.youtube.com/watch?v=SIcjeoRLcoE,playable,"Sibelius - Symphony No 6 in D minor, Op 104 - Salonen",Cantus 5,1704,OK,,2026-09-23T05:30:47+00:00,https://www.youtube.com/watch?v=SIcjeoRLcoE,playable,"Sibelius - Symphony No 6 in D minor, Op 104 - Salonen",Cantus 5,1704,2026-09-23T05:30:47+00:00,False,,,,
06-28,Chants d'Auvergne,Canteloube,https://www.youtube.com/watch?v=24iMnUiRjzk,playable,Véronique Gens chante les Chants d'Auvergne de Canteloube (extraits),France Musique concerts,980,OK,,2026-09-23T05:30:48+00:00,https://www.youtube.com/watch?v=24iMnUiRjzk,playable,Véronique Gens chante les Chants d'Auvergne de Canteloube (extraits),France Musique concerts,980,2026-09-23T05:30:48+00:00,False,,,,
06-29,"Great Mass in C minor, K. 427",Mozart,https://www.youtube.com/watch?v=Ez0kqVShFEs,playable,"Mozart: Great Mass in C minor, K. 427 - Radio Philharmonic Orchestra - Live Concert HD",AVROTROS Klassiek,3430,OK,,2026-09-23T05:30:50+00:00,https://www.youtube.com/watch?v=Ez0kqVShFEs,playable,"Mozart: Great Mass in C minor, K. 427 - Radio Philharmonic Orchestra - Live Concert HD",AVROTROS Klassiek,3430,2026-09-23T05:30:50+00:00,False,,,,
06-30,"Piano Sonata #7 in B-flat, op. 83",Prokofiev,https://www.youtube.com/watch?v=h21KSLqj7HA,playable,"Prokofiev Piano Sonata No. 7 in B-flat Major, Op. 83, ""Stalingrad"" (Pollini)",Prok Prok,1019,OK,,2026-09-23T05:30:51+00:00,https://www.youtube.com/watch?v=h21KSLqj7HA,playable,"Prokofiev Piano Sonata No. 7 in B-flat Major, Op. 83, ""Stalingrad"" (Pollini)",Prok Prok,1019,2026-09-23T05:30:51+00:00,False,,,,
07-01,"Piano Sonata in B minor, S.178",Liszt,https://www.youtube.com/watch?v=36SDx8bue08,playable,"Seong-jin Cho - Liszt : Piano Sonata in B Minor, S.178",Cho Rabbit,1893,OK,,2026-09-23T05:30:52+00:00,https://www.youtube.com/watch?v=36SDx8bue08,playable,"Seong-jin Cho - Liszt : Piano Sonata in B Minor, S.178",Cho Rabbit,1893,2026-09-23T05:30:52+00:00,False,,,,
07-02,"La Mer, L 109",Debussy,https://www.youtube.com/watch?v=b51FcFpwwgw,playable,"Debussy: La mer, CD 111: I. De l'aube à midi sur la mer",Berliner Philharmoniker - Topic,539,OK,,2026-09-23T05:30:53+00:00,https://www.youtube.com/watch?v=b51FcFpwwgw,playable,"Debussy: La mer, CD 111: I. De l'aube à midi sur la mer",Berliner Philharmoniker - Topic,539,2026-09-23T05:30:53+00:00,False,,,,
07-03,"Danse Macabre, op. 40",Saint-Saëns,https://www.youtube.com/watch?v=YyknBTm_YyM,playable,Camille Saint-Saëns - Danse Macabre,DistantMirrors,430,OK,,2026-09-23T05:30:54+00:00,https://www.youtube.com/watch?v=YyknBTm_YyM,playable,Camille Saint-Saëns - Danse Macabre,DistantMirrors,430,2026-09-23T05:30:54+00:00,False,,,,
07-04,"Symphony #2 in D, op. 73",Brahms,https://www.youtube.com/watch?v=O_7cH_AyCXg,playable,"Brahms - Symphony No. 2 in D major, Op. 73 (Zubin Mehta & Israel Philharmonic Orchestra)",EuroArtsChannel,2405,OK,,2026-09-23T05:30:55+00:00,https://www.youtube.com/watch?v=O_7cH_AyCXg,playable,"Brahms - Symphony No. 2 in D major, Op. 73 (Zubin Mehta & Israel Philharmonic Orchestra)",EuroArtsChannel,2405,2026-09-23T05:30:55+00:00,False,,,,
07-05,"Cello Sonata #1 in E minor, op. 38",Brahms,https://www.youtube.com/watch?v=J7ecdXzSADE,playable,Johannes Brahms: Cello Sonata e minor op. 38,stahlsaite,1527,OK,,2026-09-23T05:30:57+00:00,https://www.youtube.com/watch?v=J7ecdXzSADE,playable,Johannes Brahms: Cello Sonata e minor op. 38,stahlsaite,1527,2026-09-23T05:30:57+00:00,False,,,,
07-06,"Horn Trio in E-flat, op. 40",Brahms,https://www.youtube.com/watch?v=WWRJYpDtd7c,playable,"BRAHMS: Trio for Violin, Horn and Piano in E-flat major, Op. 40 - ChamberFest Cleveland (2019)",ChamberFest Cleveland,1840,OK,,2026-09-23T05:30:58+00:00,https://www.youtube.com/watch?v=WWRJYpDtd7c,playable,"BRAHMS: Trio for Violin, Horn and Piano in E-flat major, Op. 40 - ChamberFest Cleveland (2019)",ChamberFest Cleveland,1840,2026-09-23T05:30:58+00:00,False,,,,
07-07,"Lemminkäinen Suite, op. 22, including ""The Swan of Tuonela""",Sibelius,https://www.youtube.com/watch?v=pvVgU61cIbs,playable,"Jean Sibelius： Lemminkäinen Suite, Op.22",Pacific 231,2974,OK,,2026-09-23T05:30:59+00:00,https://www.youtube.com/watch?v=pvVgU61cIbs,playable,"Jean Sibelius： Lemminkäinen Suite, Op.22",Pacific 231,2974,2026-09-23T05:30:59+00:00,False,,,,
07-08,"Piano Sonata #29 in B-flat, op. 106 'Hammerklavier'",Beethoven,https://www.youtube.com/watch?v=FwZsDzGY1XA,playable,Beethoven Sonata N° 29 'Hammerklavier'   Daniel Barenboim,Ahmed Barod,2982,OK,,2026-09-23T05:31:00+00:00,https://www.youtube.com/watch?v=FwZsDzGY1XA,playable,Beethoven Sonata N° 29 'Hammerklavier'   Daniel Barenboim,Ahmed Barod,2982,2026-09-23T05:31:00+00:00,False,,,,
07-09,Gaspard de la nuit,Ravel,https://www.youtube.com/watch?v=n_yIgrkSNzE,playable,Ravel - Gaspard de la nuit (Full),Rousseau,1340,OK,,2026-09-23T05:31:01+00:00,https://www.youtube.com/watch?v=n_yIgrkSNzE,playable,Ravel - Gaspard de la nuit (Full),Rousseau,1340,2026-09-23T05:31:01+00:00,False,,,,
07-10,"Piano Quintet #2 in A, op. 81",Dvořák,https://www.youtube.com/watch?v=eFMV63zy-Xk,playable,"Dvořák: Piano Quintet No. 2, Op. 81 - Janine Jansen - International Chamber Music Festival 2019",AVROTROS Klassiek,2488,OK,,2026-09-23T05:31:03+00:00,https://www.youtube.com/watch?v=eFMV63zy-Xk,playable,"Dvořák: Piano Quintet No. 2, Op. 81 - Janine Jansen - International Chamber Music Festival 2019",AVROTROS Klassiek,2488,2026-09-23T05:31:03+00:00,False,,,,
07-11,"String Quartet #8 in C minor, op. 110",Shostakovich,https://www.youtube.com/watch?v=41HIXtBElH4,playable,"Emerson String Quartet: Shostakovich Quartet No. 8 in C minor, Op. 110",Michael Parloff,1315,OK,,2026-09-23T05:31:04+00:00,https://www.youtube.com/watch?v=41HIXtBElH4,playable,"Emerson String Quartet: Shostakovich Quartet No. 8 in C minor, Op. 110",Michael Parloff,1315,2026-09-23T05:31:04+00:00,False,,,,
07-12,Schelomo,Bloch,https://www.youtube.com/watch?v=RRGMPCXS_yM,playable,Bloch: Schelomo – Hebräische Rhapsodie ∙ hr-Sinfonieorchester ∙ Jan Vogler ∙ Eliahu Inbal,hr-Sinfonieorchester – Frankfurt Radio Symphony,1466,OK,,2026-09-23T05:31:05+00:00,https://www.youtube.com/watch?v=RRGMPCXS_yM,playable,Bloch: Schelomo – Hebräische Rhapsodie ∙ hr-Sinfonieorchester ∙ Jan Vogler ∙ Eliahu Inbal,hr-Sinfonieorchester – Frankfurt Radio Symphony,1466,2026-09-23T05:31:05+00:00,False,,,,
07-13,"Symphony #7 in C, op. 60 ""Leningrad""",Shostakovich,https://www.youtube.com/watch?v=favVFUe6igc,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:31:06+00:00,https://www.youtube.com/watch?v=GB3zR_X25UU,playable,Schostakowitsch: 7. Sinfonie (»Leningrader«) ∙ hr-Sinfonieorchester ∙ Klaus Mäkelä,hr-Sinfonieorchester – Frankfurt Radio Symphony,5017,2026-09-23T05:36:07+00:00,True,完整的肖斯塔科维奇第七交响曲 Op.60；法兰克福广播交响乐团官方频道。,ERROR: [youtube] favVFUe6igc: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:33:25+00:00
07-14,La traviata,Verdi,https://www.youtube.com/watch?v=pu7zWrIMV_g,playable,1993 Pavarotti  Verdi La Traviata - Brindisi,G. Jerry Louison,303,OK,,2026-09-23T05:31:07+00:00,https://www.youtube.com/watch?v=pu7zWrIMV_g,playable,1993 Pavarotti  Verdi La Traviata - Brindisi,G. Jerry Louison,303,2026-09-23T05:31:07+00:00,False,,,,
07-15,"Piano Concerto #1 in B-flat minor, op. 23",Tchaikovsky,https://www.youtube.com/watch?v=BWerj8FcprM,playable,Tchaikovsky - Piano Concerto 1 (B Flat Minor),The Wicked North,550,OK,,2026-09-23T05:31:09+00:00,https://www.youtube.com/watch?v=BWerj8FcprM,playable,Tchaikovsky - Piano Concerto 1 (B Flat Minor),The Wicked North,550,2026-09-23T05:31:09+00:00,False,,,,
07-16,"Requiem in D minor, op. 48",Fauré,https://www.youtube.com/watch?v=4xZbnY5jQSk,playable,"VOCES8: Requiem, Op. 48 by Gabriel Fauré",VOCES8,2104,OK,,2026-09-23T05:31:10+00:00,https://www.youtube.com/watch?v=4xZbnY5jQSk,playable,"VOCES8: Requiem, Op. 48 by Gabriel Fauré",VOCES8,2104,2026-09-23T05:31:10+00:00,False,,,,
07-17,Vier letzte Lieder (Four Last Songs),"Strauss, R.",https://www.youtube.com/watch?v=RdRq7ynfkHs,playable,"Richard Strauss - Vier Letzte Lieder | Four Last Songs | Jessye Norman, Wolfgang Sawallisch [HD]",Adagietto,1492,OK,,2026-09-23T05:31:11+00:00,https://www.youtube.com/watch?v=RdRq7ynfkHs,playable,"Richard Strauss - Vier Letzte Lieder | Four Last Songs | Jessye Norman, Wolfgang Sawallisch [HD]",Adagietto,1492,2026-09-23T05:31:11+00:00,False,,,,
07-18,"Octet for Strings in E-flat, op. 20",Mendelssohn,https://www.youtube.com/watch?v=KrITNrgQHuE,playable,"Felix Mendelssohn - String Octet in E flat major, Op. 20",olla-vogala,1685,OK,,2026-09-23T05:31:13+00:00,https://www.youtube.com/watch?v=KrITNrgQHuE,playable,"Felix Mendelssohn - String Octet in E flat major, Op. 20",olla-vogala,1685,2026-09-23T05:31:13+00:00,False,,,,
07-19,"Le nozze di Figaro (The Marriage of Figaro), K. 492",Mozart,https://www.youtube.com/watch?v=Mp6UAGN_Ir4,playable,Mozart - The Marriage of Figaro Overture (K.492) - Wiener Symphoniker - Fabio Luisi (HD),kocaonur,270,OK,,2026-09-23T05:31:14+00:00,https://www.youtube.com/watch?v=Mp6UAGN_Ir4,playable,Mozart - The Marriage of Figaro Overture (K.492) - Wiener Symphoniker - Fabio Luisi (HD),kocaonur,270,2026-09-23T05:31:14+00:00,False,,,,
07-20,"Symphony #5 in E-flat, op. 82",Sibelius,https://www.youtube.com/watch?v=1iLHxeR3BlQ,playable,"Symphony No. 5 in E flat major, Op. 82 - Allegro molto",Jean Sibelius - Topic,554,OK,,2026-09-23T05:31:15+00:00,https://www.youtube.com/watch?v=1iLHxeR3BlQ,playable,"Symphony No. 5 in E flat major, Op. 82 - Allegro molto",Jean Sibelius - Topic,554,2026-09-23T05:31:15+00:00,False,,,,
07-21,"Piano Quintet #2 in E-flat minor, op. 26",Dohnányi,https://www.youtube.com/watch?v=4ceJgiFWGMM,playable,Ernő Dohnányi - Piano Quintet No. 2 in E-Flat minor Op. 26 [score + audio],AdamMusicWorld | Adam Schreiber,1442,OK,,2026-09-23T05:31:16+00:00,https://www.youtube.com/watch?v=4ceJgiFWGMM,playable,Ernő Dohnányi - Piano Quintet No. 2 in E-Flat minor Op. 26 [score + audio],AdamMusicWorld | Adam Schreiber,1442,2026-09-23T05:31:16+00:00,False,,,,
07-22,"Piano Quintet in G minor, op. 57",Shostakovich,https://www.youtube.com/watch?v=UEPiqK-jqTc,playable,"Dmitri Shostakovich - Piano Quintet in G minor, Op. 57",olla-vogala,2160,OK,,2026-09-23T05:31:17+00:00,https://www.youtube.com/watch?v=UEPiqK-jqTc,playable,"Dmitri Shostakovich - Piano Quintet in G minor, Op. 57",olla-vogala,2160,2026-09-23T05:31:17+00:00,False,,,,
07-23,"String Quartet #13 in B-flat, op. 130 and the Große Fuge, op. 133",Beethoven,https://www.youtube.com/watch?v=XAgdd2VqLVc,playable,"Ludwig van Beethoven - Grosse Fuge, Op. 133",olla-vogala,939,OK,,2026-09-23T05:31:18+00:00,https://www.youtube.com/watch?v=XAgdd2VqLVc,playable,"Ludwig van Beethoven - Grosse Fuge, Op. 133",olla-vogala,939,2026-09-23T05:31:18+00:00,False,,,,
07-24,"String Sextet #1 in B-flat, op. 18",Brahms,https://www.youtube.com/watch?v=qTChy5-gDO8,playable,"Johannes Brahms - String Sextet No. 1 in B-Flat Major, Op. 18",invertedninthchord,2057,OK,,2026-09-23T05:31:19+00:00,https://www.youtube.com/watch?v=qTChy5-gDO8,playable,"Johannes Brahms - String Sextet No. 1 in B-Flat Major, Op. 18",invertedninthchord,2057,2026-09-23T05:31:19+00:00,False,,,,
07-25,Missa Papae Marcelli,Palestrina,https://www.youtube.com/watch?v=3n8XdKkrqgo,playable,Kyrie - Missa Papae Marcelli - Palestrina,morphthing1,279,OK,,2026-09-23T05:31:21+00:00,https://www.youtube.com/watch?v=3n8XdKkrqgo,playable,Kyrie - Missa Papae Marcelli - Palestrina,morphthing1,279,2026-09-23T05:31:21+00:00,False,,,,
07-26,"Knoxville, Summer of 1915, op. 24",Barber,https://www.youtube.com/watch?v=E0PaUMOjziI,playable,"Barber: Knoxville: Summer of 1915, Op. 24",Renée Fleming - Topic,929,OK,,2026-09-23T05:31:22+00:00,https://www.youtube.com/watch?v=E0PaUMOjziI,playable,"Barber: Knoxville: Summer of 1915, Op. 24",Renée Fleming - Topic,929,2026-09-23T05:31:22+00:00,False,,,,
07-27,"Symphony #4 in C minor, op. 43",Shostakovich,https://www.youtube.com/watch?v=-Us8ElJ3yUY,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:31:23+00:00,https://www.youtube.com/watch?v=KzmcnMrRHR4,playable,Schostakowitsch: 4. Sinfonie ∙ hr-Sinfonieorchester ∙ Alain Altinoglu,hr-Sinfonieorchester – Frankfurt Radio Symphony,4146,2026-09-23T05:36:08+00:00,True,完整的肖斯塔科维奇第四交响曲 Op.43；法兰克福广播交响乐团官方频道。,ERROR: [youtube] -Us8ElJ3yUY: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:33:30+00:00
07-28,La Bohème,Puccini,https://www.youtube.com/watch?v=KP3lV-YvCYM,playable,Puccini - La Bohème - Musetta's Waltz,The Wicked North,182,OK,,2026-09-23T05:31:25+00:00,https://www.youtube.com/watch?v=KP3lV-YvCYM,playable,Puccini - La Bohème - Musetta's Waltz,The Wicked North,182,2026-09-23T05:31:25+00:00,False,,,,
07-29,"String Quintet #2 in G, op. 111",Brahms,https://www.youtube.com/watch?v=Ye2pDTJNm6U,playable,"Johannes Brahms: String Quintet No. 2 in G Major, Op. 111",SpringLightMusic,1723,OK,,2026-09-23T05:31:26+00:00,https://www.youtube.com/watch?v=Ye2pDTJNm6U,playable,"Johannes Brahms: String Quintet No. 2 in G Major, Op. 111",SpringLightMusic,1723,2026-09-23T05:31:26+00:00,False,,,,
07-30,"Passacaglia and Fugue in C minor, BWV 582",Bach,https://www.youtube.com/watch?v=zzBXZ__LN_M,playable,Bach - Passacaglia in C minor BWV 582 - Smits | Netherlands Bach Society,Netherlands Bach Society,761,OK,,2026-09-23T05:31:27+00:00,https://www.youtube.com/watch?v=zzBXZ__LN_M,playable,Bach - Passacaglia in C minor BWV 582 - Smits | Netherlands Bach Society,Netherlands Bach Society,761,2026-09-23T05:31:27+00:00,False,,,,
07-31,"Pierrot Lunaire, op. 21",Schoenberg,https://www.youtube.com/watch?v=YbTn7Y9XAhA,playable,Schoenberg Pierrot Lunaire Op. 21. 1. Mondestrunken. Partitura. Interpretación.,Musicnetmaterials,101,OK,,2026-09-23T05:31:28+00:00,https://www.youtube.com/watch?v=YbTn7Y9XAhA,playable,Schoenberg Pierrot Lunaire Op. 21. 1. Mondestrunken. Partitura. Interpretación.,Musicnetmaterials,101,2026-09-23T05:31:28+00:00,False,,,,
08-01,"Violin Sonata #2 in A, op. 100",Brahms,https://www.youtube.com/watch?v=p73MD6QHpIQ,playable,Augustin Hadelich and Orion Weiss play Brahms sonata no. 2 in A Major Op. 100,Augustin Hadelich,1196,OK,,2026-09-23T05:31:29+00:00,https://www.youtube.com/watch?v=p73MD6QHpIQ,playable,Augustin Hadelich and Orion Weiss play Brahms sonata no. 2 in A Major Op. 100,Augustin Hadelich,1196,2026-09-23T05:31:29+00:00,False,,,,
08-02,"Symphony #8 in C minor, op. 65",Shostakovich,https://www.youtube.com/watch?v=9jFesZ-jxRw,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:31:30+00:00,https://www.youtube.com/watch?v=9CaXNxh8msw,playable,Schostakowitsch – Sinfonie Nr. 8 c-Moll op. 65 | Teodor Currentzis | SWR Symphonieorchester,ARD Klassik,4134,2026-09-23T05:36:10+00:00,True,完整的肖斯塔科维奇第八交响曲 Op.65；ARD Klassik 官方频道，SWR交响乐团。,ERROR: [youtube] 9jFesZ-jxRw: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:34:23+00:00
08-03,Romeo and Juliet Fantasy-Overture,Tchaikovsky,https://www.youtube.com/watch?v=_Od7gx3Dc-U,playable,Tchaikovsky - Romeo and Juliet (Fantasy Overture),The Wicked North,1225,OK,,2026-09-23T05:31:32+00:00,https://www.youtube.com/watch?v=_Od7gx3Dc-U,playable,Tchaikovsky - Romeo and Juliet (Fantasy Overture),The Wicked North,1225,2026-09-23T05:31:32+00:00,False,,,,
08-04,"Romeo and Juliet, op. 64",Prokofiev,https://www.youtube.com/watch?v=XX6GHiFKovw,playable,"Prokofiev: Romeo and Juliet, Op. 64 / Act 1: Dance Of The Knights",The Cleveland Orchestra - Topic,308,OK,,2026-09-23T05:31:33+00:00,https://www.youtube.com/watch?v=XX6GHiFKovw,playable,"Prokofiev: Romeo and Juliet, Op. 64 / Act 1: Dance Of The Knights",The Cleveland Orchestra - Topic,308,2026-09-23T05:31:33+00:00,False,,,,
08-05,"Piano Concerto #2 in G minor, op. 22",Saint-Saëns,https://www.youtube.com/watch?v=tVCvJZtzkqQ,playable,"Arthur Rubinstein - Saint-Saëns - Piano Concerto No 2 in G minor, Op 22",Classical Vault 1,1573,OK,,2026-09-23T05:31:34+00:00,https://www.youtube.com/watch?v=tVCvJZtzkqQ,playable,"Arthur Rubinstein - Saint-Saëns - Piano Concerto No 2 in G minor, Op 22",Classical Vault 1,1573,2026-09-23T05:31:34+00:00,False,,,,
08-06,"Piano Concerto #24 in C minor, K. 491",Mozart,https://www.youtube.com/watch?v=POWVTXuB68I,playable,"Mozart, Piano Concert Nr  24 c Moll KV 491   Rudolf Buchbinder Piano & Conducter, Wiener Phi",Ahmed Barod,1840,OK,,2026-09-23T05:31:36+00:00,https://www.youtube.com/watch?v=POWVTXuB68I,playable,"Mozart, Piano Concert Nr  24 c Moll KV 491   Rudolf Buchbinder Piano & Conducter, Wiener Phi",Ahmed Barod,1840,2026-09-23T05:31:36+00:00,False,,,,
08-07,St. John's Night on Bare Mountain (Night on Bald Mountain),Mussorgsky,https://www.youtube.com/watch?v=iCEDfZgDPS8,playable,Mussorgsky - Night on Bald Mountain,The Wicked North,580,OK,,2026-09-23T05:31:36+00:00,https://www.youtube.com/watch?v=iCEDfZgDPS8,playable,Mussorgsky - Night on Bald Mountain,The Wicked North,580,2026-09-23T05:31:36+00:00,False,,,,
08-08,"String Quartets, op. 76 'Erdödy'",Haydn,https://www.youtube.com/watch?v=k5IR5Wt0yEw,playable,"Haydn   Takács Quartet   6 String Quartets, op  76",Music Relaxing Nature,4176,OK,,2026-09-23T05:31:37+00:00,https://www.youtube.com/watch?v=k5IR5Wt0yEw,playable,"Haydn   Takács Quartet   6 String Quartets, op  76",Music Relaxing Nature,4176,2026-09-23T05:31:37+00:00,False,,,,
08-09,"Violin Concerto #1 in A minor, BWV 1041",Bach,https://www.youtube.com/watch?v=J7TFSsqnpHY,playable,"Daniel Lozakovich – Bach: Violin Concerto No.1 In A Minor, BWV 1041: I. Allegro moderato",Deutsche Grammophon - DG,242,OK,,2026-09-23T05:31:39+00:00,https://www.youtube.com/watch?v=J7TFSsqnpHY,playable,"Daniel Lozakovich – Bach: Violin Concerto No.1 In A Minor, BWV 1041: I. Allegro moderato",Deutsche Grammophon - DG,242,2026-09-23T05:31:39+00:00,False,,,,
08-10,Black Angels (Thirteen Images from the Dark Land),Crumb,https://www.youtube.com/watch?v=v1K_iAmrO4U,playable,George Crumb: Black Angels - Thirteen Images from the Dark Land,Nerida Quartett,1205,OK,,2026-09-23T05:31:40+00:00,https://www.youtube.com/watch?v=v1K_iAmrO4U,playable,George Crumb: Black Angels - Thirteen Images from the Dark Land,Nerida Quartett,1205,2026-09-23T05:31:40+00:00,False,,,,
08-11,"Goldberg Variations, BWV 988",Bach,https://www.youtube.com/watch?v=55hk75OgWDg,playable,"Lang Lang - Bach: Goldberg Variations, BWV 988: Aria",LangLangVEVO,347,OK,,2026-09-23T05:31:41+00:00,https://www.youtube.com/watch?v=55hk75OgWDg,playable,"Lang Lang - Bach: Goldberg Variations, BWV 988: Aria",LangLangVEVO,347,2026-09-23T05:31:41+00:00,False,,,,
08-12,"Symphony #9 in C, D. 944 'Great'",Schubert,https://www.youtube.com/watch?v=bA6pzRx6gBE,playable,"Schubert - Symphony No 9 in C major, D 944 - Muti",Classical Vault 1,3381,OK,,2026-09-23T05:31:42+00:00,https://www.youtube.com/watch?v=bA6pzRx6gBE,playable,"Schubert - Symphony No 9 in C major, D 944 - Muti",Classical Vault 1,3381,2026-09-23T05:31:42+00:00,False,,,,
08-13,"Tapiola, op. 112",Sibelius,https://www.youtube.com/watch?v=d7WhYC7bMFA,playable,"Jean Sibelius - Tapiola, Op. 112",invertedninthchord,1204,OK,,2026-09-23T05:31:43+00:00,https://www.youtube.com/watch?v=d7WhYC7bMFA,playable,"Jean Sibelius - Tapiola, Op. 112",invertedninthchord,1204,2026-09-23T05:31:43+00:00,False,,,,
08-14,"Kinderszenen, op. 15",Schumann,https://www.youtube.com/watch?v=yibf6QNjgGU,playable,"Schumann - Kinderszenen Op.15, ""Scenes from Childhood"" | Vladimir Horowitz",Adagietto,1083,OK,,2026-09-23T05:31:45+00:00,https://www.youtube.com/watch?v=yibf6QNjgGU,playable,"Schumann - Kinderszenen Op.15, ""Scenes from Childhood"" | Vladimir Horowitz",Adagietto,1083,2026-09-23T05:31:45+00:00,False,,,,
08-15,Violin Sonata in A,Franck,https://www.youtube.com/watch?v=YCp5XC2rsEM,playable,César Franck - Violin Sonata,olla-vogala,1742,OK,,2026-09-23T05:31:46+00:00,https://www.youtube.com/watch?v=YCp5XC2rsEM,playable,César Franck - Violin Sonata,olla-vogala,1742,2026-09-23T05:31:46+00:00,False,,,,
08-16,"Toccata and Fugue in D minor, BWV 565",Bach,https://www.youtube.com/watch?v=Nnuq9PXbywA,playable,J.S. Bach - Toccata and Fugue in D minor BWV 565,JustASuicidalGirl,512,OK,,2026-09-23T05:31:47+00:00,https://www.youtube.com/watch?v=Nnuq9PXbywA,playable,J.S. Bach - Toccata and Fugue in D minor BWV 565,JustASuicidalGirl,512,2026-09-23T05:31:47+00:00,False,,,,
08-17,"Partitas for Keyboard #1-6, BWV 825-830 (Clavier-Übung I)",Bach,https://www.youtube.com/watch?v=feikrhaRFTk&list=PLmdMr9Or9Em6s1BpWOZtw_C972__Wu3Dx,playable,"Bach: Keyboard Partita No.1 in B-flat Major, BWV 825 (Blechacz, Anderszewski)",Ashish Xiangyi Kumar,2099,OK,,2026-09-23T05:31:48+00:00,https://www.youtube.com/watch?v=feikrhaRFTk&list=PLmdMr9Or9Em6s1BpWOZtw_C972__Wu3Dx,playable,"Bach: Keyboard Partita No.1 in B-flat Major, BWV 825 (Blechacz, Anderszewski)",Ashish Xiangyi Kumar,2099,2026-09-23T05:31:48+00:00,False,,,,
08-18,"Symphony #5 in B-flat, D. 485",Schubert,https://www.youtube.com/watch?v=cdLuvGsjwlA,playable,"Schubert / Symphony No. 5 in B-flat major, D. 485 (Mackerras)",scrymgeour34,1735,OK,,2026-09-23T05:31:50+00:00,https://www.youtube.com/watch?v=cdLuvGsjwlA,playable,"Schubert / Symphony No. 5 in B-flat major, D. 485 (Mackerras)",scrymgeour34,1735,2026-09-23T05:31:50+00:00,False,,,,
08-19,"Piano Quintet #1 in D minor, op. 89",Fauré,https://www.youtube.com/watch?v=T9lASiozqM8,playable,"Fauré - Piano Quintet No.1 in D minor, Op.89 (score)",お宮 Omiya,1970,OK,,2026-09-23T05:31:51+00:00,https://www.youtube.com/watch?v=T9lASiozqM8,playable,"Fauré - Piano Quintet No.1 in D minor, Op.89 (score)",お宮 Omiya,1970,2026-09-23T05:31:51+00:00,False,,,,
08-20,"Impromptus, D. 899 & 935",Schubert,https://www.youtube.com/watch?v=24DugWBRkYg,playable,"Alfred Brendel - Schubert - Four Impromptus, D 899",Classical Vault 1,1698,OK,,2026-09-23T05:31:52+00:00,https://www.youtube.com/watch?v=24DugWBRkYg,playable,"Alfred Brendel - Schubert - Four Impromptus, D 899",Classical Vault 1,1698,2026-09-23T05:31:52+00:00,False,,,,
